설문 답변 일련번호,설문 문제 일련번호,설문 답변자 고유번호,설문 답변 내용,답변 등록 일시
QSTNN_ANSR_CONNO,QSTNN_QUSTN_CONNO,QSTNN_ANSRR_IDNO,QSTNN_ANSR_CONT,ANSR_RGSTN_DTM
4984,399,142,만족,2019-12-12 5:05
5017,399,143,매우 만족,2019-12-12 5:05
5050,399,144,만족,2019-12-12 5:05
5083,399,145,매우 만족,2019-12-12 5:05
5116,399,146,만족,2019-12-12 5:05
5149,399,147,매우 만족,2019-12-12 5:05
5182,399,148,만족,2019-12-12 5:05
5215,399,149,보통,2019-12-12 5:05
5248,399,150,매우 만족,2019-12-12 5:05
5281,399,151,매우 만족,2019-12-12 5:05
5314,399,152,만족,2019-12-12 5:05
5347,399,153,매우 만족,2019-12-12 5:05
5380,399,154,매우 불만족,2019-12-12 5:05
4688,400,133,,2019-12-12 5:05
4721,400,134,,2019-12-12 5:05
4754,400,135,,2019-12-12 5:05
4787,400,136,,2019-12-12 5:05
4820,400,137,,2019-12-12 5:05
4853,400,138,,2019-12-12 5:05
4886,400,139,,2019-12-12 5:05
4919,400,140,,2019-12-12 5:05
4952,400,141,,2019-12-12 5:05
4985,400,142,,2019-12-12 5:05
5018,400,143,,2019-12-12 5:05
5051,400,144,,2019-12-12 5:05
5084,400,145,,2019-12-12 5:05
5117,400,146,,2019-12-12 5:05
5150,400,147,,2019-12-12 5:05
5183,400,148,,2019-12-12 5:05
5216,400,149,,2019-12-12 5:05
5249,400,150,,2019-12-12 5:05
5282,400,151,,2019-12-12 5:05
5315,400,152,,2019-12-12 5:05
5348,400,153,,2019-12-12 5:05
5381,400,154,,2019-12-12 5:05
5382,401,155,남자,2019-12-12 5:05
5395,401,156,남자,2019-12-12 5:05
5408,401,157,여자,2019-12-12 5:05
5421,401,158,여자,2019-12-12 5:05
5434,401,159,여자,2019-12-12 5:05
5447,401,160,여자,2019-12-12 5:05
5460,401,161,남자,2019-12-12 5:05
5473,401,162,여자,2019-12-12 5:05
5486,401,163,여자,2019-12-12 5:05
5499,401,164,여자,2019-12-12 5:05
5512,401,165,여자,2019-12-12 5:05
5525,401,166,여자,2019-12-12 5:05
5538,401,167,남자,2019-12-12 5:05
5551,401,168,여자,2019-12-12 5:05
5564,401,169,남자,2019-12-12 5:05
5383,402,155,50대,2019-12-12 5:05
5396,402,156,50대,2019-12-12 5:05
5409,402,157,40대,2019-12-12 5:05
5422,402,158,10대,2019-12-12 5:05
5435,402,159,50대,2019-12-12 5:05
5448,402,160,10대,2019-12-12 5:05
5461,402,161,50대,2019-12-12 5:05
5474,402,162,50대,2019-12-12 5:05
5487,402,163,40대,2019-12-12 5:05
5500,402,164,60대이상,2019-12-12 5:05
5513,402,165,20대,2019-12-12 5:05
5526,402,166,10대,2019-12-12 5:05
5539,402,167,50대,2019-12-12 5:05
5552,402,168,50대,2019-12-12 5:05
5565,402,169,50대,2019-12-12 5:05
5384,403,155,없다,2019-12-12 5:05
5397,403,156,없다,2019-12-12 5:05
5410,403,157,있다,2019-12-12 5:05
5423,403,158,없다,2019-12-12 5:05
5436,403,159,없다,2019-12-12 5:05
5449,403,160,있다,2019-12-12 5:05
5462,403,161,없다,2019-12-12 5:05
5475,403,162,없다,2019-12-12 5:05
5488,403,163,있다,2019-12-12 5:05
5501,403,164,없다,2019-12-12 5:05
5514,403,165,없다,2019-12-12 5:05
5527,403,166,없다,2019-12-12 5:05
5540,403,167,없다,2019-12-12 5:05
5553,403,168,없다,2019-12-12 5:05
5566,403,169,없다,2019-12-12 5:05
5385,404,155,참가자,2019-12-12 5:05
5398,404,156,참가자,2019-12-12 5:05
5411,404,157,참가자,2019-12-12 5:05
5424,404,158,보호자,2019-12-12 5:05
5437,404,159,참가자,2019-12-12 5:05
5450,404,160,보호자,2019-12-12 5:05
5463,404,161,참가자,2019-12-12 5:05
5476,404,162,참가자,2019-12-12 5:05
5489,404,163,참가자,2019-12-12 5:05
5502,404,164,참가자,2019-12-12 5:05
5515,404,165,참가자,2019-12-12 5:05
5528,404,166,참가자,2019-12-12 5:05
5541,404,167,참가자,2019-12-12 5:05
5554,404,168,참가자,2019-12-12 5:05
5567,404,169,참가자,2019-12-12 5:05
5386,405,155,서울,2019-12-12 5:05
5399,405,156,경기/인천,2019-12-12 5:05
5412,405,157,서울,2019-12-12 5:05
5425,405,158,서울,2019-12-12 5:05
5438,405,159,서울,2019-12-12 5:05
5451,405,160,서울,2019-12-12 5:05
5464,405,161,서울,2019-12-12 5:05
5477,405,162,서울,2019-12-12 5:05
5490,405,163,서울,2019-12-12 5:05
5503,405,164,강원도,2019-12-12 5:05
5516,405,165,강원도,2019-12-12 5:05
5529,405,166,강원도,2019-12-12 5:05
5542,405,167,서울,2019-12-12 5:05
5555,405,168,경기/인천,2019-12-12 5:05
5568,405,169,서울,2019-12-12 5:05
5387,406,155,건강증진,2019-12-12 5:05
5388,406,155,휴식 및 명상,2019-12-12 5:05
5389,406,155,산림체험활동,2019-12-12 5:05
5400,406,156,산림체험활동,2019-12-12 5:05
5401,406,156,건강증진,2019-12-12 5:05
5402,406,156,휴식 및 명상,2019-12-12 5:05
5413,406,157,휴식 및 명상,2019-12-12 5:05
5414,406,157,산림체험활동,2019-12-12 5:05
5415,406,157,건강증진,2019-12-12 5:05
5426,406,158,여가시간 활용,2019-12-12 5:05
5427,406,158,자연경관감상,2019-12-12 5:05
5428,406,158,산림체험활동,2019-12-12 5:05
5439,406,159,휴식 및 명상,2019-12-12 5:05
5440,406,159,자연경관감상,2019-12-12 5:05
5441,406,159,여가시간 활용,2019-12-12 5:05
5452,406,160,휴식 및 명상,2019-12-12 5:05
5453,406,160,자연경관감상,2019-12-12 5:05
5454,406,160,산림체험활동,2019-12-12 5:05
5465,406,161,휴식 및 명상,2019-12-12 5:05
5466,406,161,산림체험활동,2019-12-12 5:05
5467,406,161,휴식 및 명상,2019-12-12 5:05
5478,406,162,산림체험활동,2019-12-12 5:05
5479,406,162,자연경관감상,2019-12-12 5:05
5480,406,162,휴식 및 명상,2019-12-12 5:05
5491,406,163,산림체험활동,2019-12-12 5:05
5492,406,163,건강증진,2019-12-12 5:05
5493,406,163,휴식 및 명상,2019-12-12 5:05
5504,406,164,여가시간 활용,2019-12-12 5:05
5505,406,164,인간관계돈독,2019-12-12 5:05
5506,406,164,휴식 및 명상,2019-12-12 5:05
5517,406,165,산림체험활동,2019-12-12 5:05
5518,406,165,휴식 및 명상,2019-12-12 5:05
5519,406,165,자연경관감상,2019-12-12 5:05
5530,406,166,휴식 및 명상,2019-12-12 5:05
5531,406,166,산림체험활동,2019-12-12 5:05
5532,406,166,여가시간 활용,2019-12-12 5:05
5543,406,167,휴식 및 명상,2019-12-12 5:05
5544,406,167,산림체험활동,2019-12-12 5:05
5545,406,167,자연경관감상,2019-12-12 5:05
5556,406,168,여가시간 활용,2019-12-12 5:05
5557,406,168,휴식 및 명상,2019-12-12 5:05
5558,406,168,자연경관감상,2019-12-12 5:05
5569,406,169,산림체험활동,2019-12-12 5:05
5570,406,169,휴식 및 명상,2019-12-12 5:05
5571,406,169,인간관계돈독,2019-12-12 5:05
5390,407,155,매우 만족,2019-12-12 5:05
5403,407,156,매우 만족,2019-12-12 5:05
5416,407,157,매우 만족,2019-12-12 5:05
5429,407,158,보통,2019-12-12 5:05
5442,407,159,만족,2019-12-12 5:05
5455,407,160,매우 만족,2019-12-12 5:05
5468,407,161,보통,2019-12-12 5:05
5481,407,162,만족,2019-12-12 5:05
5494,407,163,매우 만족,2019-12-12 5:05
5507,407,164,만족,2019-12-12 5:05
5520,407,165,매우 만족,2019-12-12 5:05
5533,407,166,만족,2019-12-12 5:05
5546,407,167,매우 만족,2019-12-12 5:05
5559,407,168,매우 만족,2019-12-12 5:05
5572,407,169,매우 만족,2019-12-12 5:05
5391,408,155,매우 만족,2019-12-12 5:05
5404,408,156,만족,2019-12-12 5:05
5417,408,157,매우 만족,2019-12-12 5:05
5430,408,158,보통,2019-12-12 5:05
5443,408,159,만족,2019-12-12 5:05
5456,408,160,매우 만족,2019-12-12 5:05
5469,408,161,매우 만족,2019-12-12 5:05
5482,408,162,매우 만족,2019-12-12 5:05
5495,408,163,매우 만족,2019-12-12 5:05
5508,408,164,만족,2019-12-12 5:05
5521,408,165,매우 만족,2019-12-12 5:05
5534,408,166,만족,2019-12-12 5:05
5547,408,167,매우 만족,2019-12-12 5:05
5560,408,168,매우 만족,2019-12-12 5:05
5573,408,169,매우 만족,2019-12-12 5:05
5392,409,155,매우 만족,2019-12-12 5:05
5405,409,156,매우 만족,2019-12-12 5:05
5418,409,157,매우 만족,2019-12-12 5:05
5431,409,158,만족,2019-12-12 5:05
5444,409,159,만족,2019-12-12 5:05
5457,409,160,매우 만족,2019-12-12 5:05
5470,409,161,만족,2019-12-12 5:05
5483,409,162,매우 만족,2019-12-12 5:05
5496,409,163,만족,2019-12-12 5:05
5509,409,164,만족,2019-12-12 5:05
5522,409,165,매우 만족,2019-12-12 5:05
5535,409,166,만족,2019-12-12 5:05
5548,409,167,매우 만족,2019-12-12 5:05
5561,409,168,매우 만족,2019-12-12 5:05
5574,409,169,매우 만족,2019-12-12 5:05
5393,410,155,매우 만족,2019-12-12 5:05
5406,410,156,매우 만족,2019-12-12 5:05
5419,410,157,매우 만족,2019-12-12 5:05
5432,410,158,만족,2019-12-12 5:05
5445,410,159,만족,2019-12-12 5:05
5458,410,160,매우 만족,2019-12-12 5:05
5471,410,161,매우 만족,2019-12-12 5:05
5484,410,162,만족,2019-12-12 5:05
5497,410,163,매우 만족,2019-12-12 5:05
5510,410,164,만족,2019-12-12 5:05
5523,410,165,매우 만족,2019-12-12 5:05
5536,410,166,만족,2019-12-12 5:05
5549,410,167,매우 만족,2019-12-12 5:05
5562,410,168,매우 만족,2019-12-12 5:05
5575,410,169,만족,2019-12-12 5:05
5394,411,155,매우 만족,2019-12-12 5:05
5407,411,156,매우 만족,2019-12-12 5:05
5420,411,157,매우 만족,2019-12-12 5:05
5433,411,158,만족,2019-12-12 5:05
5446,411,159,만족,2019-12-12 5:05
5459,411,160,매우 만족,2019-12-12 5:05
5472,411,161,만족,2019-12-12 5:05
5485,411,162,보통,2019-12-12 5:05
5498,411,163,매우 만족,2019-12-12 5:05
5511,411,164,만족,2019-12-12 5:05
5524,411,165,매우 만족,2019-12-12 5:05
5537,411,166,만족,2019-12-12 5:05
5550,411,167,매우 만족,2019-12-12 5:05
5563,411,168,매우 만족,2019-12-12 5:05
5576,411,169,만족,2019-12-12 5:05
5577,412,170,남자,2019-12-12 5:05
5612,412,171,여자,2019-12-12 5:05
5647,412,172,여자,2019-12-12 5:05
5682,412,173,남자,2019-12-12 5:05
5578,413,170,40대,2019-12-12 5:05
5613,413,171,40대,2019-12-12 5:05
5648,413,172,50대,2019-12-12 5:05
5683,413,173,40대,2019-12-12 5:05
5579,414,170,없다,2019-12-12 5:05
5614,414,171,없다,2019-12-12 5:05
5649,414,172,없다,2019-12-12 5:05
5684,414,173,없다,2019-12-12 5:05
5580,415,170,참가자,2019-12-12 5:05
5615,415,171,참가자,2019-12-12 5:05
5650,415,172,참가자,2019-12-12 5:05
5685,415,173,참가자,2019-12-12 5:05
5581,416,170,경상도,2019-12-12 5:05
5616,416,171,경상도,2019-12-12 5:05
5651,416,172,경상도,2019-12-12 5:05
5686,416,173,경상도,2019-12-12 5:05
5582,417,170,산림체험활동,2019-12-12 5:05
5583,417,170,건강증진,2019-12-12 5:05
5584,417,170,휴식 및 명상,2019-12-12 5:05
5617,417,171,산림체험활동,2019-12-12 5:05
5618,417,171,건강증진,2019-12-12 5:05
5619,417,171,휴식 및 명상,2019-12-12 5:05
5652,417,172,휴식 및 명상,2019-12-12 5:05
5653,417,172,건강증진,2019-12-12 5:05
5654,417,172,산림지식습득,2019-12-12 5:05
5687,417,173,산림체험활동,2019-12-12 5:05
5688,417,173,건강증진,2019-12-12 5:05
5689,417,173,휴식 및 명상,2019-12-12 5:05
5585,418,170,매우 만족,2019-12-12 5:05
5620,418,171,매우 만족,2019-12-12 5:05
5655,418,172,매우 만족,2019-12-12 5:05
5690,418,173,매우 만족,2019-12-12 5:05
5586,419,170,매우 만족,2019-12-12 5:05
5621,419,171,매우 만족,2019-12-12 5:05
5656,419,172,매우 만족,2019-12-12 5:05
5691,419,173,매우 만족,2019-12-12 5:05
5587,420,170,매우 만족,2019-12-12 5:05
5622,420,171,매우 만족,2019-12-12 5:05
5657,420,172,매우 만족,2019-12-12 5:05
5692,420,173,매우 만족,2019-12-12 5:05
5588,421,170,매우 만족,2019-12-12 5:05
5623,421,171,매우 만족,2019-12-12 5:05
5658,421,172,매우 만족,2019-12-12 5:05
5693,421,173,매우 만족,2019-12-12 5:05
5589,422,170,매우 만족,2019-12-12 5:05
5624,422,171,매우 만족,2019-12-12 5:05
5659,422,172,매우 만족,2019-12-12 5:05
5694,422,173,매우 만족,2019-12-12 5:05
5590,423,170,매우 만족,2019-12-12 5:05
5625,423,171,매우 만족,2019-12-12 5:05
5660,423,172,매우 만족,2019-12-12 5:05
5695,423,173,매우 만족,2019-12-12 5:05
5591,424,170,매우 만족,2019-12-12 5:05
5626,424,171,매우 만족,2019-12-12 5:05
5661,424,172,매우 만족,2019-12-12 5:05
5696,424,173,매우 만족,2019-12-12 5:05
5592,425,170,매우 만족,2019-12-12 5:05
5627,425,171,매우 만족,2019-12-12 5:05
5662,425,172,매우 만족,2019-12-12 5:05
5697,425,173,매우 만족,2019-12-12 5:05
5593,426,170,매우 만족,2019-12-12 5:05
5628,426,171,매우 만족,2019-12-12 5:05
5663,426,172,매우 만족,2019-12-12 5:05
5698,426,173,매우 만족,2019-12-12 5:05
5594,427,170,매우 만족,2019-12-12 5:05
5629,427,171,매우 만족,2019-12-12 5:05
5664,427,172,매우 만족,2019-12-12 5:05
5699,427,173,매우 만족,2019-12-12 5:05
5595,428,170,매우 만족,2019-12-12 5:05
5630,428,171,매우 만족,2019-12-12 5:05
5665,428,172,매우 만족,2019-12-12 5:05
5700,428,173,매우 만족,2019-12-12 5:05
5596,429,170,매우 만족,2019-12-12 5:05
5631,429,171,매우 만족,2019-12-12 5:05
5666,429,172,매우 만족,2019-12-12 5:05
5701,429,173,매우 만족,2019-12-12 5:05
5597,430,170,매우 만족,2019-12-12 5:05
5632,430,171,매우 만족,2019-12-12 5:05
5667,430,172,매우 만족,2019-12-12 5:05
5702,430,173,매우 만족,2019-12-12 5:05
5598,431,170,매우 만족,2019-12-12 5:05
5633,431,171,매우 만족,2019-12-12 5:05
5668,431,172,매우 만족,2019-12-12 5:05
5703,431,173,매우 만족,2019-12-12 5:05
5599,432,170,매우 만족,2019-12-12 5:05
5634,432,171,매우 만족,2019-12-12 5:05
5669,432,172,매우 만족,2019-12-12 5:05
5704,432,173,매우 만족,2019-12-12 5:05
5600,433,170,매우 만족,2019-12-12 5:05
5635,433,171,매우 만족,2019-12-12 5:05
5670,433,172,매우 만족,2019-12-12 5:05
5705,433,173,매우 만족,2019-12-12 5:05
5601,434,170,매우 만족,2019-12-12 5:05
5636,434,171,매우 만족,2019-12-12 5:05
5671,434,172,매우 만족,2019-12-12 5:05
5706,434,173,매우 만족,2019-12-12 5:05
5602,435,170,매우 만족,2019-12-12 5:05
5637,435,171,매우 만족,2019-12-12 5:05
5672,435,172,매우 만족,2019-12-12 5:05
5707,435,173,매우 만족,2019-12-12 5:05
5603,436,170,매우 만족,2019-12-12 5:05
5638,436,171,매우 만족,2019-12-12 5:05
5673,436,172,매우 만족,2019-12-12 5:05
5708,436,173,매우 만족,2019-12-12 5:05
5604,437,170,매우 만족,2019-12-12 5:05
5639,437,171,매우 만족,2019-12-12 5:05
5674,437,172,매우 만족,2019-12-12 5:05
5709,437,173,매우 만족,2019-12-12 5:05
5605,438,170,매우 만족,2019-12-12 5:05
5640,438,171,매우 만족,2019-12-12 5:05
5675,438,172,매우 만족,2019-12-12 5:05
5710,438,173,매우 만족,2019-12-12 5:05
5606,439,170,매우 만족,2019-12-12 5:05
5641,439,171,매우 만족,2019-12-12 5:05
5676,439,172,매우 만족,2019-12-12 5:05
5711,439,173,매우 만족,2019-12-12 5:05
5607,440,170,매우 만족,2019-12-12 5:05
5642,440,171,매우 만족,2019-12-12 5:05
5677,440,172,매우 만족,2019-12-12 5:05
5712,440,173,매우 만족,2019-12-12 5:05
5608,441,170,매우 만족,2019-12-12 5:05
5643,441,171,매우 만족,2019-12-12 5:05
5678,441,172,매우 만족,2019-12-12 5:05
5713,441,173,매우 만족,2019-12-12 5:05
5609,442,170,매우 만족,2019-12-12 5:05
5644,442,171,매우 만족,2019-12-12 5:05
5679,442,172,매우 만족,2019-12-12 5:05
5714,442,173,매우 만족,2019-12-12 5:05
5610,443,170,매우 만족,2019-12-12 5:05
5645,443,171,매우 만족,2019-12-12 5:05
5680,443,172,매우 만족,2019-12-12 5:05
5715,443,173,매우 만족,2019-12-12 5:05
5611,444,170,,2019-12-12 5:05
5646,444,171,,2019-12-12 5:05
5681,444,172,,2019-12-12 5:05
5716,444,173,,2019-12-12 5:05
5717,445,174,남자,2019-12-12 5:05
5751,445,175,남자,2019-12-12 5:05
5785,445,176,남자,2019-12-12 5:05
5819,445,177,여자,2019-12-12 5:05
5853,445,178,남자,2019-12-12 5:05
5887,445,179,여자,2019-12-12 5:05
5921,445,180,여자,2019-12-12 5:05
5955,445,181,여자,2019-12-12 5:05
5989,445,182,남자,2019-12-12 5:05
6023,445,183,여자,2019-12-12 5:05
6057,445,184,남자,2019-12-12 5:05
6091,445,185,여자,2019-12-12 5:05
6125,445,186,남자,2019-12-12 5:05
6159,445,187,여자,2019-12-12 5:05
6193,445,188,여자,2019-12-12 5:05
6227,445,189,여자,2019-12-12 5:05
6261,445,190,남자,2019-12-12 5:05
6295,445,191,여자,2019-12-12 5:05
6329,445,192,,2019-12-12 5:05
6363,445,193,남자,2019-12-12 5:05
6397,445,194,남자,2019-12-12 5:05
6431,445,195,여자,2019-12-12 5:05
6465,445,196,여자,2019-12-12 5:05
6499,445,197,,2019-12-12 5:05
5718,446,174,10대,2019-12-12 5:05
5752,446,175,10대,2019-12-12 5:05
5786,446,176,40대,2019-12-12 5:05
5820,446,177,40대,2019-12-12 5:05
5854,446,178,40대,2019-12-12 5:05
5888,446,179,40대,2019-12-12 5:05
5922,446,180,60대이상,2019-12-12 5:05
5956,446,181,30대,2019-12-12 5:05
5990,446,182,60대이상,2019-12-12 5:05
6024,446,183,50대,2019-12-12 5:05
6058,446,184,50대,2019-12-12 5:05
6092,446,185,50대,2019-12-12 5:05
6126,446,186,50대,2019-12-12 5:05
6160,446,187,50대,2019-12-12 5:05
6194,446,188,40대,2019-12-12 5:05
6228,446,189,50대,2019-12-12 5:05
6262,446,190,60대이상,2019-12-12 5:05
6296,446,191,50대,2019-12-12 5:05
6330,446,192,60대이상,2019-12-12 5:05
6364,446,193,60대이상,2019-12-12 5:05
6398,446,194,50대,2019-12-12 5:05
6432,446,195,50대,2019-12-12 5:05
6466,446,196,30대,2019-12-12 5:05
6500,446,197,60대이상,2019-12-12 5:05
5719,447,174,없다,2019-12-12 5:05
5753,447,175,없다,2019-12-12 5:05
5787,447,176,없다,2019-12-12 5:05
5821,447,177,없다,2019-12-12 5:05
5855,447,178,없다,2019-12-12 5:05
5889,447,179,없다,2019-12-12 5:05
5923,447,180,없다,2019-12-12 5:05
5957,447,181,없다,2019-12-12 5:05
5991,447,182,없다,2019-12-12 5:05
6025,447,183,없다,2019-12-12 5:05
6059,447,184,없다,2019-12-12 5:05
6093,447,185,없다,2019-12-12 5:05
6127,447,186,없다,2019-12-12 5:05
6161,447,187,없다,2019-12-12 5:05
6195,447,188,없다,2019-12-12 5:05
6229,447,189,없다,2019-12-12 5:05
6263,447,190,없다,2019-12-12 5:05
6297,447,191,없다,2019-12-12 5:05
6331,447,192,없다,2019-12-12 5:05
6365,447,193,,2019-12-12 5:05
6399,447,194,없다,2019-12-12 5:05
6433,447,195,없다,2019-12-12 5:05
6467,447,196,없다,2019-12-12 5:05
6501,447,197,,2019-12-12 5:05
5720,448,174,보호자,2019-12-12 5:05
5754,448,175,보호자,2019-12-12 5:05
5788,448,176,참가자,2019-12-12 5:05
5822,448,177,참가자,2019-12-12 5:05
5856,448,178,참가자,2019-12-12 5:05
5890,448,179,참가자,2019-12-12 5:05
5924,448,180,보호자,2019-12-12 5:05
5958,448,181,참가자,2019-12-12 5:05
5992,448,182,기타,2019-12-12 5:05
6026,448,183,참가자,2019-12-12 5:05
6060,448,184,참가자,2019-12-12 5:05
6094,448,185,참가자,2019-12-12 5:05
6128,448,186,보호자,2019-12-12 5:05
6162,448,187,참가자,2019-12-12 5:05
6196,448,188,참가자,2019-12-12 5:05
6230,448,189,참가자,2019-12-12 5:05
6264,448,190,인솔자,2019-12-12 5:05
6298,448,191,참가자,2019-12-12 5:05
6332,448,192,참가자,2019-12-12 5:05
6366,448,193,참가자,2019-12-12 5:05
6400,448,194,인솔자,2019-12-12 5:05
6434,448,195,참가자,2019-12-12 5:05
6468,448,196,보호자,2019-12-12 5:05
6502,448,197,보호자,2019-12-12 5:05
5721,449,174,경기/인천,2019-12-12 5:05
5755,449,175,경기/인천,2019-12-12 5:05
5789,449,176,경기/인천,2019-12-12 5:05
5823,449,177,경기/인천,2019-12-12 5:05
5857,449,178,서울,2019-12-12 5:05
5891,449,179,서울,2019-12-12 5:05
5925,449,180,경기/인천,2019-12-12 5:05
5959,449,181,경기/인천,2019-12-12 5:05
5993,449,182,경기/인천,2019-12-12 5:05
6027,449,183,경기/인천,2019-12-12 5:05
6061,449,184,경기/인천,2019-12-12 5:05
6095,449,185,경기/인천,2019-12-12 5:05
6129,449,186,경상도,2019-12-12 5:05
6163,449,187,경상도,2019-12-12 5:05
6197,449,188,충청도,2019-12-12 5:05
6231,449,189,강원도,2019-12-12 5:05
6265,449,190,,2019-12-12 5:05
6299,449,191,충청도,2019-12-12 5:05
6333,449,192,충청도,2019-12-12 5:05
6367,449,193,강원도,2019-12-12 5:05
6401,449,194,강원도,2019-12-12 5:05
6435,449,195,강원도,2019-12-12 5:05
6469,449,196,경기/인천,2019-12-12 5:05
6503,449,197,,2019-12-12 5:05
5722,450,174,휴식 및 명상,2019-12-12 5:05
5723,450,174,산림체험활동,2019-12-12 5:05
5724,450,174,여가시간 활용,2019-12-12 5:05
5756,450,175,휴식 및 명상,2019-12-12 5:05
5757,450,175,산림체험활동,2019-12-12 5:05
5758,450,175,여가시간 활용,2019-12-12 5:05
5790,450,176,휴식 및 명상,2019-12-12 5:05
5791,450,176,산림체험활동,2019-12-12 5:05
5792,450,176,여가시간 활용,2019-12-12 5:05
5824,450,177,산림체험활동,2019-12-12 5:05
5825,450,177,건강증진,2019-12-12 5:05
5826,450,177,휴식 및 명상,2019-12-12 5:05
5858,450,178,휴식 및 명상,2019-12-12 5:05
5859,450,178,건강증진,2019-12-12 5:05
5860,450,178,산림체험활동,2019-12-12 5:05
5892,450,179,산림체험활동,2019-12-12 5:05
5893,450,179,자연경관감상,2019-12-12 5:05
5894,450,179,휴식 및 명상,2019-12-12 5:05
5926,450,180,휴식 및 명상,2019-12-12 5:05
5927,450,180,건강증진,2019-12-12 5:05
5928,450,180,자연경관감상,2019-12-12 5:05
5960,450,181,여가시간 활용,2019-12-12 5:05
5961,450,181,,2019-12-12 5:05
5962,450,181,,2019-12-12 5:05
5994,450,182,건강증진,2019-12-12 5:05
5995,450,182,휴식 및 명상,2019-12-12 5:05
5996,450,182,자연경관감상,2019-12-12 5:05
6028,450,183,휴식 및 명상,2019-12-12 5:05
6029,450,183,산림체험활동,2019-12-12 5:05
6030,450,183,산림지식습득,2019-12-12 5:05
6062,450,184,건강증진,2019-12-12 5:05
6063,450,184,,2019-12-12 5:05
6064,450,184,,2019-12-12 5:05
6096,450,185,휴식 및 명상,2019-12-12 5:05
6097,450,185,산림체험활동,2019-12-12 5:05
6098,450,185,자연경관감상,2019-12-12 5:05
6130,450,186,휴식 및 명상,2019-12-12 5:05
6131,450,186,건강증진,2019-12-12 5:05
6132,450,186,산림체험활동,2019-12-12 5:05
6164,450,187,건강증진,2019-12-12 5:05
6165,450,187,자연경관감상,2019-12-12 5:05
6166,450,187,휴식 및 명상,2019-12-12 5:05
6198,450,188,산림체험활동,2019-12-12 5:05
6199,450,188,휴식 및 명상,2019-12-12 5:05
6200,450,188,건강증진,2019-12-12 5:05
6232,450,189,,2019-12-12 5:05
6233,450,189,,2019-12-12 5:05
6234,450,189,,2019-12-12 5:05
6266,450,190,건강증진,2019-12-12 5:05
6267,450,190,,2019-12-12 5:05
6268,450,190,,2019-12-12 5:05
6300,450,191,휴식 및 명상,2019-12-12 5:05
6301,450,191,산림체험활동,2019-12-12 5:05
6302,450,191,건강증진,2019-12-12 5:05
6334,450,192,산림체험활동,2019-12-12 5:05
6335,450,192,건강증진,2019-12-12 5:05
6336,450,192,인간관계돈독,2019-12-12 5:05
6368,450,193,,2019-12-12 5:05
6369,450,193,,2019-12-12 5:05
6370,450,193,,2019-12-12 5:05
6402,450,194,,2019-12-12 5:05
6403,450,194,,2019-12-12 5:05
6404,450,194,,2019-12-12 5:05
6436,450,195,휴식 및 명상,2019-12-12 5:05
6437,450,195,건강증진,2019-12-12 5:05
6438,450,195,자연경관감상,2019-12-12 5:05
6470,450,196,자연경관감상,2019-12-12 5:05
6471,450,196,건강증진,2019-12-12 5:05
6472,450,196,휴식 및 명상,2019-12-12 5:05
6504,450,197,건강증진,2019-12-12 5:05
6505,450,197,여가시간 활용,2019-12-12 5:05
6506,450,197,휴식 및 명상,2019-12-12 5:05
5725,451,174,매우 만족,2019-12-12 5:05
5759,451,175,매우 만족,2019-12-12 5:05
5793,451,176,매우 만족,2019-12-12 5:05
5827,451,177,만족,2019-12-12 5:05
5861,451,178,만족,2019-12-12 5:05
5895,451,179,매우 만족,2019-12-12 5:05
5929,451,180,,2019-12-12 5:05
5963,451,181,만족,2019-12-12 5:05
5997,451,182,보통,2019-12-12 5:05
6031,451,183,매우 만족,2019-12-12 5:05
6065,451,184,매우 만족,2019-12-12 5:05
6099,451,185,매우 만족,2019-12-12 5:05
6133,451,186,매우 만족,2019-12-12 5:05
6167,451,187,만족,2019-12-12 5:05
6201,451,188,매우 만족,2019-12-12 5:05
6235,451,189,매우 만족,2019-12-12 5:05
6269,451,190,매우 만족,2019-12-12 5:05
6303,451,191,보통,2019-12-12 5:05
6337,451,192,보통,2019-12-12 5:05
6371,451,193,매우 만족,2019-12-12 5:05
6405,451,194,매우 만족,2019-12-12 5:05
6439,451,195,매우 만족,2019-12-12 5:05
6473,451,196,만족,2019-12-12 5:05
6507,451,197,만족,2019-12-12 5:05
5726,452,174,매우 만족,2019-12-12 5:05
5760,452,175,매우 만족,2019-12-12 5:05
5794,452,176,매우 만족,2019-12-12 5:05
5828,452,177,매우 만족,2019-12-12 5:05
5862,452,178,만족,2019-12-12 5:05
5896,452,179,매우 만족,2019-12-12 5:05
5930,452,180,,2019-12-12 5:05
5964,452,181,만족,2019-12-12 5:05
5998,452,182,매우 만족,2019-12-12 5:05
6032,452,183,매우 만족,2019-12-12 5:05
6066,452,184,매우 만족,2019-12-12 5:05
6100,452,185,매우 만족,2019-12-12 5:05
6134,452,186,매우 만족,2019-12-12 5:05
6168,452,187,만족,2019-12-12 5:05
6202,452,188,매우 만족,2019-12-12 5:05
6236,452,189,매우 만족,2019-12-12 5:05
6270,452,190,만족,2019-12-12 5:05
6304,452,191,매우 만족,2019-12-12 5:05
6338,452,192,매우 만족,2019-12-12 5:05
6372,452,193,매우 만족,2019-12-12 5:05
6406,452,194,매우 만족,2019-12-12 5:05
6440,452,195,매우 만족,2019-12-12 5:05
6474,452,196,매우 만족,2019-12-12 5:05
